"_id","pk_teuna_fikt","sug_tik","THUM_GEOGRAFI","SUG_DEREH","SEMEL_YISHUV","REHOV1","REHOV2","BAYIT","ZOMET_IRONI","KVISH1","KVISH2","KM","ZOMET_LO_IRONI","YEHIDA","SHNAT_TEUNA","HODESH_TEUNA","SHAA","SUG_YOM","YOM_LAYLA","YOM_BASHAVUA","HUMRAT_TEUNA","SUG_TEUNA","HAD_MASLUL","RAV_MASLUL","MEHIRUT_MUTERET","TKINUT","ROHAV","SIMUN_TIMRUR","TEURA","MEZEG_AVIR","PNE_KVISH","SUG_EZEM","MERHAK_EZEM","LO_HAZA","OFEN_HAZIYA","MEKOM_HAZIYA","KIVUN_HAZIYA","MAHOZ","NAFA","EZOR_TIVI","MAAMAD_MINIZIPALI","ZURAT_ISHUV","STATUS_IGUN","X","Y"
"2289","2021019485","1","1","4","0",,,,,"70","0","787",,"12","2021","10","59","4","1","1","3","2","0","3","3","1","3","3","1","1","1","9","9","9","0","0","9","2","24","245","99","99","1","213686","769104"
"2290","2021019495","1","1","2","9100","404",,"90",,,,,,"12","2021","10","49","4","1","1","2","3","3","0","1","1","1","3","1","1","1","9","9","9","0","0","9","2","24","245","0","15","1","209250","767435"
"2291","2021019497","1","1","2","4000","996",,"6",,,,,,"12","2021","4","45","4","1","3","3","4","0","3","1","1","2","3","1","1","1","9","9","9","0","0","9","3","31","311","0","13","3","196327","745399"
"2292","2021019520","1","1","4","0",,,,,"60","0","2144",,"14","2021","6","70","4","1","4","3","3","0","2","5","1","5","3","1","1","1","9","9","9","0","0","9","2","23","234","99","99","1","227642","728282"
"2293","2021019523","1","1","2","6100","406",,"22",,,,,,"20","2021","10","57","4","1","5","3","1","3","0","1","1","1","3","1","1","1","9","9","9","2","3","1","5","51","512","0","13","1","183735","665878"
"2294","2021019533","1","1","2","5000","2648",,"9999",,,,,,"20","2021","4","91","4","5","7","3","4","3","0","1","1","4","3","3","1","1","9","9","9","0","0","9","5","51","511","0","13","3","180586","662957"
"2295","2021019538","1","1","2","2400","205",,"9999",,,,,,"20","2021","6","72","4","1","1","2","15","9","0","0","0","0","5","11","9","9","9","9","9","0","0","9","5","51","512","0","16","3","186004","660008"
"2296","2021019540","1","1","4","0",,,,,"461","0","50",,"20","2021","1","49","4","1","1","2","11","0","2","3","1","3","3","1","1","1","9","9","9","0","0","9","5","51","512","99","99","1","184801","660455"
"2297","2021019541","1","1","1","3000","1714","1744",,"26510545",,,,,"61","2021","12","28","4","1","7","3","2","3","0","1","3","1","3","1","1","1","9","9","9","0","0","9","1","11","111","0","12","1","220551","627998"
"2298","2021019561","1","1","1","2400","212","202",,"7560001",,,,,"20","2021","2","63","4","1","1","2","2","3","0","1","1","4","3","1","1","1","9","9","9","0","0","9","5","51","512","0","16","1","186912","659004"
"2299","2021019562","1","1","3","0",,,,,"4103","40","0","721","52","2021","9","92","2","5","4","3","3","0","3","5","1","3","3","3","1","1","9","9","9","0","0","9","4","44","441","99","99","1","179636","638215"
"2300","2021019572","1","1","2","3000","1105",,"9999",,,,,,"61","2021","2","53","1","1","6","3","3","1","0","4","1","2","3","1","1","1","9","9","9","0","0","9","1","11","111","0","12","3","218552","631886"
"2301","2021019576","1","1","3","0",,,,,"70","780","463","1207","12","2021","11","70","4","5","7","3","2","9","0","0","0","0","5","6","9","9","9","9","9","0","0","9","3","31","311","99","99","1","209865","741471"
"2302","2021019584","1","1","2","8300","540",,"9999",,,,,,"52","2021","11","65","4","1","2","2","15","9","0","0","0","0","5","11","9","9","9","9","9","0","0","9","4","44","442","0","13","3","181761","650705"
"2303","2021019586","1","1","2","2500","130",,"9999",,,,,,"11","2021","7","13","4","5","6","3","2","0","3","1","1","2","3","3","1","1","9","9","9","0","0","9","3","31","311","0","16","3","204738","741081"
"2304","2021019588","1","1","1","9000","811","834",,"8370023",,,,,"34","2021","4","49","2","1","4","3","2","0","2","3","1","2","3","1","1","1","9","9","9","0","0","9","6","62","623","0","13","1","180487","572654"
"2305","2021019603","1","1","2","6200","221",,"91",,,,,,"20","2021","6","1","4","5","1","3","5","3","0","1","1","0","3","3","1","1","9","9","9","0","0","9","5","51","513","0","14","1","176102","658611"
"2306","2021019621","1","1","2","6900","111",,"9999",,,,,,"51","2021","12","53","4","1","2","3","2","3","0","1","1","2","3","1","1","1","9","9","9","0","0","9","4","42","421","0","14","3","194365","677016"
"2307","2021019622","1","1","1","6500","422","580",,"8360004",,,,,"12","2021","6","4","4","5","5","3","2","0","2","1","1","4","3","3","1","1","9","9","9","0","0","9","3","32","324","0","14","1","191449","705089"
"2308","2021019629","1","1","2","9000","871",,"9999",,,,,,"34","2021","10","41","4","1","3","3","2","3","0","1","1","2","3","1","1","1","9","9","9","0","0","9","6","62","623","0","13","3","180750","570476"
"2309","2021019632","1","1","2","6500","609",,"65",,,,,,"12","2021","3","49","4","1","3","3","1","0","2","1","1","3","3","1","1","1","9","9","9","4","3","2","3","32","324","0","14","1","192998","704848"
"2310","2021019636","1","1","2","1060",,,"9999",,,,,,"34","2021","11","75","4","5","4","2","4","9","0","0","0","0","5","6","9","9","9","9","9","0","0","9","6","62","623","99","27","2","187377","581425"
"2311","2021019649","1","1","1","1290",,,,,,,,,"51","2021","9","23","3","5","4","1","1","0","3","1","1","1","3","3","1","1","9","9","9","3","1","1","4","41","412","99","28","2","203505","696817"
"2312","2021019682","1","1","1","5000","2155","2149",,"210741",,,,,"20","2021","7","44","4","1","6","3","2","3","0","1","1","1","3","1","1","1","9","9","9","0","0","9","5","51","511","0","13","1","177450","661383"
"2313","2021019690","1","1","2","5000","2465",,"122",,,,,,"20","2021","2","58","4","1","3","2","1","3","0","1","1","2","3","1","1","1","9","9","9","1","2","1","5","51","511","0","13","1","179692","662405"
"2314","2021019699","1","1","1","6600","983","1026",,"10880056",,,,,"20","2021","6","37","4","1","3","3","2","3","0","1","1","0","3","1","1","1","9","9","9","0","0","9","5","51","513","0","14","1","178509","656894"
"2315","2021019715","1","1","3","0",,,,,"40","25","1779","4063","34","2021","6","42","4","1","5","3","5","0","3","5","1","4","4","1","1","1","9","9","9","0","0","9","6","62","623","99","99","1","183707","570456"
"2316","2021019751","1","1","2","5000","1135",,"118",,,,,,"20","2021","3","84","4","5","5","3","3","3","0","1","1","3","3","3","1","1","9","9","9","0","0","9","5","51","511","0","13","1","178724","663411"
"2317","2021019753","1","1","1","8300","1251","1258",,"19690323",,,,,"52","2021","5","76","4","1","2","3","1","2","0","1","1","3","3","1","1","1","9","9","9","3","3","9","4","44","442","0","13","1","178826","653761"
"2318","2021019781","1","1","2","5000","1540",,"9999",,,,,,"20","2021","10","45","4","1","1","3","4","0","3","1","1","3","3","1","1","1","9","9","9","0","0","9","5","51","511","0","13","3","179962","664544"
"2319","2021019786","1","1","2","7300","550",,"2",,,,,,"14","2021","8","74","4","1","7","2","5","2","0","1","1","3","3","1","1","1","9","9","9","0","0","9","2","23","237","0","25","1","229173","734847"
"2320","2021019788","1","1","4","0",,,,,"8277","0","8",,"12","2021","8","76","4","5","5","3","5","2","0","4","1","3","3","5","1","1","9","9","9","0","0","9","2","21","213","99","99","1","252276","756820"
"2321","2021019793","1","1","2","4000","1022",,"34",,,,,,"11","2021","10","61","4","1","1","3","1","0","3","1","1","2","3","1","1","1","9","9","9","1","2","1","3","31","311","0","13","1","201418","744259"
"2322","2021019797","1","1","4","0",,,,,"70","0","684",,"12","2021","5","46","4","1","6","3","2","0","3","3","1","4","3","1","1","1","9","9","9","0","0","9","2","24","246","99","99","1","215391","759675"
"2323","2021019800","1","1","4","0",,,,,"325","0","13",,"34","2021","12","67","4","5","4","3","5","9","0","0","0","0","5","6","9","9","9","9","9","0","0","9","6","62","623","99","99","1","180800","592088"
"2324","2021019802","1","1","4","0",,,,,"85","0","178",,"12","2021","1","95","4","5","3","3","3","3","0","4","1","3","3","6","1","1","9","9","9","0","0","9","2","24","242","99","99","1","225189","758147"
"2325","2021019807","1","1","4","0",,,,,"431","0","140",,"52","2021","1","45","4","1","2","1","11","1","0","1","1","5","3","1","1","2","6","2","9","0","0","9","4","44","442","99","99","1","181206","650805"
"2326","2021019816","1","2","4","0",,,,,"446","0","306",,"41","2021","12","82","4","5","5","3","5","2","0","4","1","4","3","3","2","2","9","9","9","0","0","9","7","77","777","99","99","1","209980","666606"
"2327","2021019826","1","1","1","5000","3019","227",,"17370215",,,,,"20","2021","5","54","4","1","5","3","2","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","5","51","511","0","13","1","183738","668617"
"2328","2021019831","1","1","4","0",,,,,"806","0","25",,"12","2021","3","59","4","1","4","3","2","0","3","4","1","3","4","1","1","1","9","9","9","0","0","9","2","22","222","99","99","1","237573","749384"
"2329","2021019839","1","1","4","0",,,,,"20","0","132",,"20","2021","7","93","4","5","2","2","4","1","0","1","1","5","3","3","1","1","9","9","9","0","0","9","5","51","511","99","99","1","179768","661781"
"2330","2021019846","1","1","4","0",,,,,"444","0","114",,"51","2021","9","19","2","5","2","2","2","9","0","0","0","0","5","6","9","9","9","9","9","0","0","9","4","42","422","99","99","1","195783","659033"
"2331","2021019857","1","1","4","0",,,,,"20","0","164",,"20","2021","3","20","2","5","7","3","8","3","0","3","1","4","3","3","1","1","6","9","9","0","0","9","5","51","511","99","99","1","180683","664769"
"2332","2021019862","1","1","1","3000","1714","1731",,"25370532",,,,,"61","2021","11","84","4","5","7","3","2","3","0","1","1","2","3","3","1","1","9","9","9","0","0","9","1","11","111","0","12","1","221403","629914"
"2333","2021019865","1","1","2","5000","2378",,"75",,,,,,"20","2021","11","11","4","5","6","3","2","1","0","1","1","3","3","3","2","2","9","9","9","0","0","9","5","51","511","0","13","1","178405","662480"
"2334","2021019887","1","1","1","2500","194","176",,"15710045",,,,,"11","2021","6","67","4","1","3","3","2","0","1","1","1","2","3","1","1","1","9","9","9","0","0","9","3","31","311","0","16","1","204194","741755"
"2335","2021019896","1","1","2","6600","901",,"9999",,,,,,"20","2021","8","89","4","5","6","3","3","3","0","1","1","3","3","3","1","1","9","9","9","0","0","9","5","51","513","0","14","3","178270","657218"
"2336","2021019911","1","1","3","0",,,,,"918","9779","346","4072","12","2021","6","68","4","1","2","3","2","3","0","4","1","4","3","1","1","1","9","9","9","0","0","9","2","21","211","99","99","1","260337","786550"
"2337","2021019918","1","1","1","8300","201","321",,"8130007",,,,,"52","2021","5","5","4","5","5","3","2","0","3","1","1","4","3","3","1","1","9","9","9","0","0","9","4","44","442","0","13","1","181097","653121"
"2338","2021019923","1","1","4","0",,,,,"672","0","398",,"11","2021","11","60","4","1","7","2","5","2","0","2","1","3","3","1","1","1","9","9","9","0","0","9","3","31","311","99","99","1","203761","737861"
"2339","2021019927","1","1","2","284","117",,"1",,,,,,"51","2021","3","57","4","1","2","2","8","9","0","0","0","0","5","11","9","9","9","9","9","0","0","9","4","42","421","20","31","3","191958","678918"
"2340","2021019944","1","1","2","7400","406",,"4",,,,,,"51","2021","1","62","4","1","6","3","1","1","0","1","1","1","4","1","1","1","9","9","7","0","0","9","4","41","411","0","13","1","186657","693146"
"2341","2021019949","1","1","2","302",,,"9999",,,,,,"12","2021","9","76","4","5","1","3","8","3","0","1","1","1","3","10","1","1","9","9","9","0","0","9","2","21","211","1","33","2","259917","792803"
"2342","2021019955","1","1","2","7100","435",,"13",,,,,,"38","2021","6","49","4","1","3","3","1","3","0","1","1","2","3","1","1","1","9","9","9","3","3","1","6","61","614","0","14","3","160889","619391"
"2343","2021019956","1","1","3","0",,,,,"79","77","177","1355","14","2021","9","91","4","5","5","3","2","0","3","5","1","4","3","3","1","1","9","9","9","0","0","9","2","23","237","99","99","1","222133","740398"
"2344","2021019962","1","1","2","6600","706",,"19",,,,,,"20","2021","7","58","4","1","6","3","1","9","0","0","0","0","5","11","9","9","9","9","9","3","3","2","5","51","513","0","14","1","179050","659284"
"2345","2021019964","1","1","2","6900","667",,"3",,,,,,"51","2021","1","79","4","5","4","3","1","0","3","1","1","3","3","3","1","1","9","9","9","3","3","1","4","42","421","0","14","1","190023","677683"
"2346","2021019973","1","1","2","2400","308",,"9999",,,,,,"20","2021","8","55","4","1","3","2","11","9","0","0","0","0","5","11","9","9","9","9","9","0","0","9","5","51","512","0","16","3","185672","660010"
"2347","2021019976","1","1","1","7100","540","653",,"8550002",,,,,"38","2021","8","92","4","5","7","3","1","0","3","1","1","3","4","3","1","1","9","9","9","3","1","1","6","61","614","0","14","1","159958","618926"
"2348","2021019979","1","1","1","6700","112","304",,"8600175",,,,,"12","2021","2","65","4","1","3","3","2","3","0","1","1","2","3","1","1","1","9","9","9","0","0","9","2","22","221","0","16","3","249877","744543"
"2349","2021019982","1","1","1","4000","199","242",,"12360112",,,,,"11","2021","5","36","4","1","2","3","2","3","0","1","1","2","3","1","1","1","9","9","9","0","0","9","3","31","311","0","13","1","205779","747648"
"2350","2021019995","1","2","4","0",,,,,"60","0","542",,"43","2021","2","31","4","1","2","2","2","2","0","2","1","2","2","1","1","1","9","9","9","0","0","9","7","77","777","99","99","1","212670","605508"
"2351","2021019997","1","1","2","8500","417",,"5",,,,,,"52","2021","11","33","4","1","4","3","1","9","0","0","0","0","5","11","9","9","9","9","9","3","3","1","4","43","432","0","15","1","186784","648804"
"2352","2021020009","1","1","2","522",,,"9999",,,,,,"12","2021","11","79","4","5","6","3","3","3","0","1","1","2","3","3","1","1","9","9","6","0","0","9","2","24","242","99","27","2","230054","760008"
"2353","2021020036","1","1","2","6200","503",,"9999",,,,,,"20","2021","10","34","4","1","2","2","13","9","0","0","0","0","5","11","9","9","9","9","9","0","0","9","5","51","513","0","14","3","177374","658635"
"2354","2021020050","1","1","2","6900","166",,"9999",,,,,,"51","2021","9","45","3","1","1","3","2","3","0","1","1","2","3","1","1","1","9","9","9","0","0","9","4","42","421","0","14","3","192879","675043"
"2355","2021020052","1","1","4","0",,,,,"4","0","1639",,"12","2021","2","60","4","1","2","2","4","0","2","5","1","3","3","1","1","1","9","9","9","0","0","9","3","32","324","99","99","1","192521","709031"
"2356","2021020053","1","1","1","1031","356","360",,"670178",,,,,"38","2021","8","66","4","1","5","3","2","0","1","1","1","2","1","1","1","1","9","9","9","0","0","9","6","61","614","0","16","1","162845","603668"
"2357","2021020058","1","1","2","5000","914",,"8",,,,,,"20","2021","7","92","4","5","1","3","4","1","0","1","1","2","3","6","1","1","9","9","9","0","0","9","5","51","511","0","13","1","179760","666476"
"2358","2021020072","1","1","4","0",,,,,"98","0","893",,"12","2021","5","63","4","1","4","3","2","3","0","1","1","2","3","1","1","1","9","9","9","0","0","9","2","29","291","99","99","1","271819","795092"
"2359","2021020090","1","1","1","5000","1269","2239",,"190624",,,,,"20","2021","4","19","4","5","3","3","1","9","0","0","0","0","5","6","9","9","9","9","7","0","0","9","5","51","511","0","13","1","179442","663299"
"2360","2021020108","1","1","3","0",,,,,"716","717","32","2273","14","2021","1","35","4","1","1","3","2","0","4","4","1","5","3","1","9","1","9","9","9","0","0","9","2","23","232","99","99","1","237668","720505"
"2361","2021020131","1","2","1","3611","105","106",,"10",,,,,"43","2021","9","89","4","5","5","2","1","9","0","0","0","0","5","6","9","9","9","9","9","4","3","9","7","77","777","99","18","1","211019","604174"
"2362","2021020132","1","1","2","7900","127",,"13",,,,,,"51","2021","9","59","4","1","3","2","3","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","4","42","422","0","13","1","189343","666516"
"2363","2021020141","1","1","2","2640","483",,"29",,,,,,"51","2021","6","83","4","5","3","3","1","0","3","1","1","2","3","3","1","1","9","9","9","1","3","2","4","42","422","0","15","3","198027","665571"
"2364","2021020144","1","1","1","5000","1269","2239",,"190624",,,,,"20","2021","12","57","4","1","1","3","2","1","0","1","1","2","3","1","1","1","9","9","9","0","0","9","5","51","511","0","13","1","179442","663299"
"2365","2021020159","1","1","4","0",,,,,"5505","0","16",,"51","2021","8","33","4","1","1","2","4","2","0","4","1","4","4","1","1","1","9","9","9","0","0","9","4","42","421","99","99","1","195734","677680"
"2366","2021020174","1","1","1","9400","101","125",,"1010001",,,,,"20","2021","8","43","4","1","2","3","10","0","4","1","1","3","3","1","1","1","6","1","9","4","9","9","4","42","422","0","16","1","189936","659589"
"2367","2021020191","1","1","4","0",,,,,"806","0","25",,"12","2021","6","58","4","1","3","3","2","3","0","1","1","4","3","1","3","1","9","9","9","0","0","9","2","22","222","99","99","1","237573","749384"
"2368","2021020206","1","1","4","0",,,,,"436","0","71",,"61","2021","6","68","4","1","5","2","2","3","0","4","1","1","3","1","1","1","9","9","9","0","0","9","7","77","777","99","99","1","216515","637707"
"2369","2021020207","1","1","1","70","161","162",,"80007",,,,,"38","2021","4","3","4","5","1","3","2","3","0","1","1","3","2","3","1","1","9","9","9","0","0","9","6","61","613","0","13","1","167491","635017"
"2370","2021020216","1","1","2","3000","525",,"9999",,,,,,"61","2021","8","41","4","1","1","3","5","2","0","1","1","3","3","11","1","1","9","9","9","0","0","9","1","11","111","0","12","3","221589","631924"
"2371","2021020226","1","1","1","5000","453","510",,"20318",,,,,"20","2021","7","40","4","1","4","2","1","3","0","1","1","1","1","1","1","1","9","9","7","0","0","9","5","51","511","0","13","1","178829","666420"
"2372","2021020253","1","1","2","9100","326",,"10",,,,,,"12","2021","10","63","4","1","4","3","4","3","0","1","1","3","3","1","2","2","9","9","9","0","0","9","2","24","245","0","15","1","210517","767761"
"2373","2021020254","1","1","1","6300","210",,,,,,,,"20","2021","4","46","4","1","2","3","2","3","0","1","1","2","3","1","1","1","9","9","9","0","0","9","5","51","512","0","15","3","183021","664726"
"2374","2021020268","1","1","2","4000","230",,"9999",,,,,,"12","2021","11","43","4","1","2","3","1","1","0","1","1","1","3","1","1","1","5","2","7","8","0","9","3","31","311","0","13","3","205720","746215"
"2375","2021020270","1","1","3","0",,,,,"75","7622","301","1335","14","2021","8","22","4","5","6","3","2","0","3","5","1","5","3","10","1","1","2","1","9","0","0","9","2","23","235","99","99","1","217252","734394"
"2376","2021020273","1","1","2","3000","1347",,"19",,,,,,"61","2021","3","71","4","5","3","3","2","3","0","1","1","1","5","6","1","6","9","9","9","0","0","9","1","11","111","0","12","1","219170","628552"
"2377","2021020289","1","1","2","70","206",,"9999",,,,,,"38","2021","9","47","4","1","4","2","1","9","0","0","0","0","5","11","9","9","9","9","9","0","0","9","6","61","613","0","13","3","168671","633472"
"2378","2021020295","1","1","2","6200","212",,"141",,,,,,"20","2021","7","27","4","1","5","3","4","1","0","1","1","1","3","1","1","1","9","9","9","0","0","9","5","51","513","0","14","1","175474","657815"
"2379","2021020299","1","1","1","8600","1517","1514",,"260225",,,,,"20","2021","9","70","4","1","1","3","2","1","0","1","1","2","3","1","1","1","9","9","9","0","0","9","5","51","512","0","14","1","183321","663728"
"2380","2021020302","1","2","2","3780","213",,"90",,,,,,"43","2021","10","54","4","1","6","3","2","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","7","77","777","0","15","3","210479","623308"
"2381","2021020316","1","1","1","6200","210","225",,"60022",,,,,"20","2021","9","71","3","1","1","3","2","1","0","1","1","1","3","1","1","1","9","9","9","0","0","9","5","51","513","0","14","1","175947","659776"
"2382","2021020321","1","1","1","9300","130","132",,"280050",,,,,"12","2021","8","73","4","1","4","3","2","3","0","1","1","2","3","1","1","1","9","9","9","0","0","9","3","32","322","99","16","1","196095","719576"
"2383","2021020324","1","1","4","0",,,,,"431","0","140",,"52","2021","9","12","2","5","2","2","3","0","2","6","1","4","3","3","1","1","9","9","9","0","0","9","4","44","442","99","99","1","181206","650805"
"2384","2021020327","1","1","4","0",,,,,"20","0","257",,"20","2021","3","37","4","1","4","3","4","0","3","3","1","0","3","1","1","1","9","9","9","0","0","9","5","51","511","99","99","1","182659","673634"
"2385","2021020330","1","1","3","0",,,,,"90","91","4436","1621","12","2021","12","39","4","1","2","3","2","0","2","5","1","4","3","1","1","1","9","9","9","0","0","9","2","21","213","99","99","1","252807","766194"
"2386","2021020332","1","1","1","3000","3001","4342",,"24460713",,,,,"61","2021","1","84","4","5","2","3","2","3","0","1","1","2","3","3","1","1","9","9","9","0","0","9","1","11","111","0","12","1","222846","639053"
"2387","2021020343","1","1","2","824",,,"105",,,,,,"38","2021","10","67","4","1","6","3","10","3","0","1","1","3","4","1","1","6","9","9","9","0","0","9","6","61","614","36","31","2","168644","615359"
"2388","2021020346","1","1","2","6300","122",,"12",,,,,,"20","2021","1","51","4","1","1","3","5","1","0","1","0","1","3","11","1","1","9","9","9","0","0","9","5","51","512","0","15","1","182345","665084"
"2389","2021020347","1","1","1","6400","540","826",,"9850034",,,,,"20","2021","8","44","4","1","2","3","2","0","3","1","1","3","3","1","1","1","9","9","9","0","0","9","5","51","511","0","14","1","184011","675092"
"2390","2021020349","1","1","4","0",,,,,"40","0","2659",,"52","2021","3","7","4","5","6","2","5","9","0","0","0","0","5","6","9","9","9","9","9","0","0","9","4","44","441","99","99","1","184869","644479"
"2391","2021020357","1","1","2","1139","117",,"51",,,,,,"12","2021","7","45","4","1","1","3","8","0","3","1","0","0","3","1","1","1","8","9","9","0","0","9","2","24","242","0","16","1","230414","758882"
"2392","2021020360","1","1","4","0",,,,,"4","0","1114",,"20","2021","7","47","4","1","6","2","4","9","0","0","0","0","5","11","9","9","9","9","9","0","0","9","4","43","432","99","99","1","183723","659176"
"2393","2021020364","1","1","2","6200","304",,"13",,,,,,"20","2021","1","35","4","1","2","3","1","0","1","1","1","2","3","11","1","1","9","9","9","0","0","9","5","51","513","0","14","1","176292","657891"
"2394","2021020365","1","1","1","5000","2656","2658",,"15330928",,,,,"20","2021","3","32","4","1","2","3","1","3","0","1","1","2","3","1","1","1","9","9","7","0","0","9","5","51","511","0","13","1","180183","662402"
"2395","2021020379","1","1","2","3000","1105",,"9999",,,,,,"61","2021","12","78","4","5","2","3","20","1","0","4","1","4","3","3","2","2","9","9","9","0","0","9","1","11","111","0","12","3","218552","631886"
"2396","2021020380","1","1","1","70","402","340",,"9030071",,,,,"38","2021","7","90","4","5","1","3","1","0","1","1","1","3","3","3","1","1","9","9","9","3","3","1","6","61","613","0","13","1","165482","632902"
"2397","2021020382","1","1","2","3000","4113",,"9999",,,,,,"61","2021","9","79","3","5","5","3","2","0","3","3","1","4","3","3","1","1","9","9","9","0","0","9","1","11","111","0","12","3","222134","634089"
"2398","2021020390","1","1","4","0",,,,,"1","0","664",,"61","2021","5","89","4","5","3","2","4","0","2","2","1","3","3","4","1","1","6","1","9","0","0","9","1","11","111","99","99","1","223358","634457"
"2399","2021020396","1","1","3","0",,,,,"471","4715","45","9701","51","2021","3","48","4","1","5","3","2","0","3","1","1","3","3","1","9","1","9","9","9","0","0","9","4","42","422","99","99","1","189327","663976"
"2400","2021020409","1","1","2","2720","121",,"9999",,,,,,"51","2021","4","60","4","1","4","3","15","0","5","1","1","2","3","1","1","1","9","9","9","0","0","9","4","41","412","0","26","3","195944","682118"
"2401","2021020413","1","1","1","6400","617","627",,"680010",,,,,"20","2021","6","29","4","1","1","2","1","1","0","1","1","2","3","1","1","1","9","9","6","9","0","9","5","51","511","0","14","1","181873","676541"
"2402","2021020416","1","1","2","4000","460",,"9999",,,,,,"11","2021","8","75","4","1","4","3","2","3","0","1","1","1","3","1","1","1","9","9","9","0","0","9","3","31","311","0","13","3","196968","744210"
"2403","2021020418","1","1","3","0",,,,,"6","65","1850","4203","12","2021","10","90","4","5","7","3","2","0","3","5","1","4","3","3","1","1","9","9","9","0","0","9","3","32","324","99","99","1","203485","709847"
"2404","2021020421","1","1","2","874","120",,"9999",,,,,,"14","2021","3","53","4","1","1","3","8","0","3","1","1","3","3","1","1","1","2","9","9","0","0","9","2","23","237","0","16","3","222813","730550"
"2405","2021020432","1","1","4","0",,,,,"2444","0","7",,"34","2021","2","70","4","5","2","3","5","3","0","4","1","3","3","6","1","1","9","9","9","0","0","9","6","62","621","99","99","1","162074","591335"
"2406","2021020444","1","1","1","9100","224","236",,"7630002",,,,,"12","2021","3","4","2","5","7","1","10","0","3","1","1","1","3","3","1","1","9","9","9","0","0","9","2","24","245","0","15","1","210040","769842"
"2407","2021020460","1","2","4","0",,,,,"446","0","218",,"41","2021","12","65","4","1","5","3","5","2","0","4","1","2","3","1","2","2","9","9","9","0","0","9","7","77","777","99","99","1","203926","662411"
"2408","2021020461","1","1","2","6400","826",,"9999",,,,,,"20","2021","3","53","4","1","5","3","2","3","0","1","1","1","3","1","1","1","9","9","9","0","0","9","5","51","511","0","14","3","184047","675327"
"2409","2021020464","1","1","3","0",,,,,"57","0","66","935","51","2021","4","38","4","1","7","3","1","0","3","2","1","3","3","1","1","1","9","9","9","1","4","1","4","41","411","99","99","1","194239","691841"
"2410","2021020474","1","1","3","0",,,,,"1","20","0","1","20","2021","10","15","4","5","6","3","11","9","0","0","0","0","5","6","9","9","9","9","9","0","0","9","5","51","511","99","99","1","180079","661606"
"2411","2021020479","1","1","3","0",,,,,"4","0","2236","3402","12","2021","9","78","2","5","2","3","2","0","3","4","1","4","3","3","1","1","9","9","9","0","0","9","3","31","311","99","99","1","209195","751807"
"2412","2021020480","1","1","4","0",,,,,"1","0","145",,"52","2021","1","49","4","1","3","3","2","0","2","7","1","3","3","1","1","1","9","9","9","0","0","9","4","43","432","99","99","1","191166","653833"
"2413","2021020481","1","1","2","3000","4762",,"9999",,,,,,"61","2021","7","79","4","5","1","3","3","0","1","3","1","5","3","3","1","1","9","9","9","0","0","9","1","11","111","0","12","3","222661","635751"
"2414","2021020489","1","1","1","5000","3019","347",,"17070212",,,,,"20","2021","2","75","4","5","1","3","2","1","0","1","1","4","3","3","1","1","2","4","9","0","0","9","5","51","511","0","13","1","183693","669236"
"2415","2021020500","1","1","3","0",,,,,"772","70","0","9999","12","2021","12","96","4","5","6","3","2","9","0","0","0","0","5","6","9","9","9","9","9","0","0","9","3","31","311","99","99","1","207617","740323"
"2416","2021020502","1","1","2","1020","129",,"821",,,,,,"12","2021","4","76","4","1","5","1","2","0","5","1","1","4","5","1","1","1","9","9","9","0","0","9","3","32","324","0","16","3","192390","713175"
"2417","2021020503","1","1","1","6600","983",,,,,,,,"20","2021","6","94","4","5","1","3","2","1","0","1","1","4","3","3","1","1","9","9","9","0","0","9","5","51","513","0","14","3","178998","656932"
"2418","2021020507","1","1","4","0",,,,,"806","0","70",,"12","2021","12","85","4","5","7","3","2","2","0","1","1","2","5","5","1","1","9","9","9","0","0","9","2","22","222","99","99","1","237891","753458"
"2419","2021020518","1","1","2","2730",,,"9999",,,,,,"51","2021","6","73","4","1","2","3","4","3","0","1","1","2","3","1","1","1","9","9","9","0","0","9","4","41","412","0","26","2","200809","685697"
"2420","2021020524","1","1","4","0",,,,,"3922","0","2",,"38","2021","12","73","4","5","2","2","4","2","0","1","1","3","3","3","1","1","9","9","9","0","0","9","4","44","441","99","99","1","177554","634155"
"2421","2021020533","1","1","4","0",,,,,"531","0","70",,"51","2021","5","45","4","1","4","3","5","0","2","6","1","5","3","1","1","1","9","9","9","0","0","9","5","51","511","99","99","1","186610","676107"
"2422","2021020534","1","1","1","9000","277","263",,"98340088",,,,,"34","2021","2","25","4","5","1","3","2","0","3","2","1","3","3","6","1","1","3","4","9","0","0","9","6","62","623","0","13","1","179762","574233"
"2423","2021020547","1","1","1","9000","101","531",,"9400021",,,,,"34","2021","7","57","4","1","1","3","4","3","0","1","1","4","3","1","1","1","9","9","9","0","0","9","6","62","623","0","13","1","182311","573605"
"2424","2021020551","1","1","2","7100","394",,"9999",,,,,,"38","2021","2","94","4","5","7","3","1","0","3","1","1","1","3","3","1","1","9","9","9","3","3","1","6","61","614","0","14","3","159221","621361"
"2425","2021020554","1","1","1","6600","749","911",,"8150051",,,,,"20","2021","8","7","4","5","4","3","2","1","0","1","0","3","3","3","1","1","9","9","9","0","0","9","5","51","513","0","14","1","177932","658008"
