"_id","pk_teuna_fikt","sug_tik","THUM_GEOGRAFI","SUG_DEREH","SEMEL_YISHUV","REHOV1","REHOV2","BAYIT","ZOMET_IRONI","KVISH1","KVISH2","KM","ZOMET_LO_IRONI","YEHIDA","SHNAT_TEUNA","HODESH_TEUNA","SHAA","SUG_YOM","YOM_LAYLA","YOM_BASHAVUA","HUMRAT_TEUNA","SUG_TEUNA","HAD_MASLUL","RAV_MASLUL","MEHIRUT_MUTERET","TKINUT","ROHAV","SIMUN_TIMRUR","TEURA","MEZEG_AVIR","PNE_KVISH","SUG_EZEM","MERHAK_EZEM","LO_HAZA","OFEN_HAZIYA","MEKOM_HAZIYA","KIVUN_HAZIYA","MAHOZ","NAFA","EZOR_TIVI","MAAMAD_MINIZIPALI","ZURAT_ISHUV","STATUS_IGUN","X","Y"
"3471","2021029863","1","1","2","481",,,"9999",,,,,,"12","2021","6","73","4","1","6","3","5","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","2","22","222","0","26","2","238899","754708"
"3472","2021029867","1","1","4","0",,,,,"653","0","162",,"12","2021","10","34","4","1","4","3","2","2","0","2","1","3","3","1","1","1","9","9","9","0","0","9","3","32","324","99","99","1","202044","714408"
"3473","2021029878","1","1","1","6900","523","105",,"8800002",,,,,"51","2021","9","76","4","5","6","3","2","0","3","1","1","4","3","3","1","1","9","9","9","0","0","9","4","42","421","0","14","1","193019","675344"
"3474","2021029887","1","1","1","7400","1015","1017",,"9860314",,,,,"51","2021","11","32","4","1","6","3","2","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","4","41","411","0","13","1","187096","687464"
"3475","2021029893","1","1","4","0",,,,,"65","0","661",,"12","2021","6","35","4","1","5","1","5","2","0","4","1","4","4","1","1","1","9","9","9","0","0","9","2","23","237","99","99","1","238879","737937"
"3476","2021029902","1","1","3","0",,,,,"4","0","588","269","38","2021","6","86","4","5","4","3","2","0","3","5","1","3","3","3","1","1","9","9","9","0","0","9","6","61","614","99","99","1","160237","614269"
"3477","2021029904","1","1","4","0",,,,,"395","0","59",,"61","2021","4","95","4","5","4","3","5","2","0","4","1","3","3","5","1","1","9","9","9","0","0","9","1","11","111","99","99","1","205984","631716"
"3478","2021029908","1","1","1","6500","1005","780",,"9380009",,,,,"12","2021","9","38","1","1","4","3","2","0","2","1","1","2","3","1","1","1","9","9","9","0","0","9","3","32","324","0","14","1","193390","704332"
"3479","2021029925","1","1","1","3000","1106","1114",,"92872453",,,,,"61","2021","5","77","4","1","1","3","2","0","3","1","0","3","3","1","1","1","9","9","9","0","0","9","1","11","111","0","12","1","219497","632168"
"3480","2021029930","1","1","1","2640","124","125",,"7510001",,,,,"51","2021","10","38","4","1","6","3","8","1","0","1","1","2","3","1","1","1","5","2","9","0","0","9","4","42","422","0","15","1","195827","666596"
"3481","2021029940","1","1","4","0",,,,,"3924","0","11",,"38","2021","7","47","4","1","1","3","2","0","3","4","1","2","3","1","1","1","9","9","9","0","0","9","4","44","441","99","99","1","177443","633781"
"3482","2021029953","1","1","4","0",,,,,"375","0","10",,"61","2021","9","60","4","1","1","3","2","2","0","3","1","2","3","1","1","1","9","9","9","0","0","9","1","11","112","99","99","1","196073","621860"
"3483","2021029960","1","1","2","9500","114",,"9",,,,,,"11","2021","7","64","4","1","2","3","7","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","3","31","311","0","16","1","208800","749612"
"3484","2021029962","1","1","4","0",,,,,"6403","0","187",,"12","2021","8","70","4","1","4","3","2","2","0","4","1","3","3","1","1","1","9","9","9","0","0","9","3","32","324","99","99","1","200306","707336"
"3485","2021029967","1","1","1","5000","1122","1249",,"60515",,,,,"20","2021","2","96","4","5","2","3","2","1","0","1","1","1","3","3","1","1","9","9","9","0","0","9","5","51","511","0","13","1","179056","664329"
"3486","2021029980","1","1","1","473",,,,,,,,,"12","2021","2","66","4","1","7","3","5","3","0","1","0","3","3","11","1","1","9","9","9","0","0","9","2","24","245","99","27","2","216161","762851"
"3487","2021029982","1","1","2","1247","120",,"9999",,,,,,"12","2021","10","61","4","1","5","3","2","3","0","1","1","2","3","1","1","1","9","9","9","0","0","9","3","32","323","0","16","3","204446","707081"
"3488","2021029991","1","1","3","0",,,,,"90",,"4673","11040","12","2021","1","60","4","1","3","3","2","0","3","4","1","3","3","1","2","2","9","9","9","0","0","9","2","21","211","99","99","1","253402","788694"
"3489","2021030006","1","1","2","8600","108",,"49",,,,,,"20","2021","1","68","4","1","6","3","4","1","0","1","1","3","3","1","1","1","9","9","9","0","0","9","5","51","512","0","14","1","182040","666229"
"3490","2021030009","1","1","2","6200","102",,"9999",,,,,,"20","2021","2","27","4","5","4","3","2","0","3","1","1","3","3","6","1","1","9","9","9","0","0","9","5","51","513","0","14","3","176296","659298"
"3491","2021030021","1","2","4","0",,,,,"375","0","215",,"43","2021","11","1","4","5","3","2","11","2","0","4","3","3","5","3","1","9","6","2","9","0","0","9","7","77","777","99","99","1","213684","623463"
"3492","2021030023","1","1","4","0",,,,,"806","0","71",,"12","2021","12","63","4","1","6","1","2","2","0","4","1","3","3","1","2","2","9","9","9","0","0","9","2","22","222","99","99","1","237930","753563"
"3493","2021030031","1","1","4","0",,,,,"562","0","17",,"51","2021","6","28","4","1","3","3","4","3","0","4","1","1","3","1","1","1","9","9","9","0","0","9","4","41","411","99","99","1","192958","686823"
"3494","2021030035","1","1","2","705",,,"9999",,,,,,"51","2021","7","53","4","1","6","2","2","3","0","1","1","2","4","1","3","1","9","9","9","0","0","9","4","42","422","20","33","2","195349","663121"
"3495","2021030042","1","1","2","168","112",,"55",,,,,,"51","2021","1","82","4","5","5","2","1","3","0","1","1","2","3","3","1","1","9","9","9","2","2","1","4","41","411","0","16","1","194286","691043"
"3496","2021030053","1","1","2","8600","802",,"25",,,,,,"20","2021","8","76","4","1","5","3","1","1","0","1","1","2","3","1","1","1","9","9","9","3","3","2","5","51","512","0","14","1","182905","665438"
"3497","2021030056","1","1","1","6900","532","502",,"200006",,,,,"51","2021","6","53","4","1","2","3","2","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","4","42","421","0","14","1","190876","675464"
"3498","2021030066","1","1","3","0",,,,,"70","0","676","1231","12","2021","3","79","3","5","3","3","2","3","0","1","1","4","3","3","1","1","9","9","9","0","0","9","2","24","246","99","99","1","215293","758985"
"3499","2021030076","1","1","4","0",,,,,"90","0","4211",,"12","2021","2","63","4","1","3","3","4","3","0","2","1","3","3","1","1","1","9","9","9","0","0","9","2","22","221","99","99","1","248124","748727"
"3500","2021030077","1","1","2","3000","4106",,"48",,,,,,"61","2021","3","47","4","1","7","2","1","0","3","1","1","3","3","1","1","1","9","9","9","2","3","2","1","11","111","0","12","2","221411","637403"
"3501","2021030113","1","1","2","9700","101",,"91",,,,,,"51","2021","12","57","4","1","2","3","8","0","2","3","1","3","3","1","1","1","6","1","9","0","0","9","4","42","421","0","15","1","190239","673146"
"3502","2021030119","1","1","1","7700","328","301",,"70004",,,,,"14","2021","3","65","4","1","1","3","1","0","3","2","1","3","3","1","1","1","9","9","9","0","0","9","2","23","234","0","15","1","228015","724308"
"3503","2021030120","1","1","2","6600","796",,"9999",,,,,,"20","2021","4","73","4","1","6","2","11","9","0","0","0","0","5","11","9","9","9","9","9","0","0","9","5","51","513","0","14","3","178052","656515"
"3504","2021030150","1","1","1","3000","4754","4757",,"26690661",,,,,"61","2021","12","86","4","5","7","3","2","3","0","1","1","3","3","3","1","1","9","9","9","0","0","9","1","11","111","0","12","1","223003","637216"
"3505","2021030170","1","1","1","3000","1731","1714",,"25370532",,,,,"61","2021","8","46","4","1","1","3","2","2","0","1","1","3","3","1","1","1","9","9","9","0","0","9","1","11","111","0","12","1","221403","629914"
"3506","2021030182","1","1","2","5000","2562",,"34",,,,,,"20","2021","4","43","4","1","5","3","1","2","0","1","1","0","3","1","1","1","9","9","9","2","2","1","5","51","511","0","13","1","180102","663615"
"3507","2021030186","1","1","2","2710",,,"9999",,,,,,"12","2021","6","82","4","5","7","3","5","9","0","0","0","0","5","6","9","9","9","9","9","0","0","9","3","32","323","0","25","2","214504","714033"
"3508","2021030198","1","1","1","4000","348","354",,"7650222",,,,,"11","2021","8","47","4","1","3","3","1","1","0","3","1","3","3","1","1","1","9","9","9","3","4","1","3","31","311","0","13","1","199405","747799"
"3509","2021030219","1","1","2","6200","522",,"5",,,,,,"20","2021","7","57","4","1","3","3","2","0","1","1","1","2","3","1","1","1","9","9","9","0","0","9","5","51","513","0","14","1","177440","657590"
"3510","2021030224","1","1","2","4201",,,"9999",,,,,,"12","2021","5","81","4","5","4","3","4","2","0","1","1","3","1","3","1","1","9","9","9","0","0","9","2","29","291","99","27","2","272175","796593"
"3511","2021030231","1","1","1","3000","4180","4179",,"23790841",,,,,"61","2021","11","47","4","1","3","3","1","0","3","1","1","1","3","1","1","1","9","9","9","3","3","9","1","11","111","0","12","1","219020","626914"
"3512","2021030233","1","1","1","3000","1109","1134",,"29890001",,,,,"61","2021","7","64","4","1","4","3","2","0","3","1","1","3","4","1","1","1","9","9","9","0","0","9","1","11","111","0","12","1","219160","631385"
"3513","2021030241","1","1","2","8900",,,"9999",,,,,,"12","2021","4","85","4","5","6","3","3","3","0","1","1","2","1","3","1","1","9","9","9","0","0","9","2","24","241","0","26","2","218067","751042"
"3514","2021030269","1","1","1","5000","198","1040",,"160114",,,,,"20","2021","6","66","4","1","7","3","8","0","3","1","1","4","3","1","1","1","1","1","9","0","0","9","5","51","511","0","13","1","179591","667709"
"3515","2021030273","1","1","2","9400","126",,"56",,,,,,"20","2021","2","69","1","1","6","3","8","3","0","1","1","2","3","1","1","1","5","1","9","0","0","9","4","42","422","0","16","1","189889","659463"
"3516","2021030282","1","1","3","0",,,,,"4","0","2205","433","12","2021","6","57","4","1","2","3","2","3","0","1","1","4","3","1","1","1","9","9","9","0","0","9","3","31","311","99","99","1","208204","748966"
"3517","2021030288","1","1","4","0",,,,,"784","0","212",,"12","2021","1","81","4","5","5","2","5","2","0","3","1","2","3","4","2","2","9","9","9","0","0","9","2","24","241","99","99","1","224347","754659"
"3518","2021030293","1","1","2","9000","263",,"101",,,,,,"34","2021","7","9","4","5","3","2","1","0","3","1","1","3","4","3","1","1","9","9","3","8","0","9","6","62","623","0","13","1","179914","574687"
"3519","2021030306","1","1","4","0",,,,,"854","0","7",,"12","2021","6","64","4","1","5","3","2","2","0","5","1","0","4","1","1","1","9","9","9","0","0","9","2","24","242","99","99","1","228407","759558"
"3520","2021030308","1","1","2","154","115",,"30",,,,,,"51","2021","12","69","4","5","4","2","1","3","0","1","1","2","3","7","2","2","9","9","9","3","2","1","4","41","411","99","17","1","192415","683998"
"3521","2021030315","1","1","4","0",,,,,"73","0","31",,"14","2021","7","69","4","1","3","3","4","3","0","4","1","3","3","1","1","1","9","9","9","0","0","9","2","23","234","99","99","1","220269","731504"
"3522","2021030319","1","1","1","4000","191","303",,"11410132",,,,,"11","2021","3","90","4","5","4","3","5","1","0","1","1","3","3","4","2","2","9","9","9","0","0","9","3","31","311","0","13","1","201823","744977"
"3523","2021030321","1","2","2","3797","206",,"3",,,,,,"43","2021","6","81","4","5","1","2","1","3","0","1","1","2","3","6","1","1","9","9","9","3","3","2","7","77","777","0","15","1","204599","648959"
"3524","2021030324","1","1","2","1245",,,"9999",,,,,,"12","2021","5","87","4","5","4","3","1","3","0","1","1","0","3","3","1","1","9","9","9","3","2","2","2","24","242","56","29","2","234359","755544"
"3525","2021030326","1","1","4","0",,,,,"99","0","143",,"12","2021","9","74","3","1","5","3","5","3","0","4","1","2","1","11","1","1","9","9","9","0","0","9","2","29","292","99","99","1","265414","794246"
"3526","2021030333","1","1","4","0",,,,,"531","0","125",,"51","2021","9","74","4","1","6","3","3","0","2","5","1","4","3","1","1","1","9","9","9","0","0","9","4","42","421","99","99","1","191755","675061"
"3527","2021030334","1","1","3","0",,,,,"25","2544","2020","515","34","2021","4","47","4","1","2","3","2","0","5","5","1","3","3","1","1","1","9","9","9","0","0","9","6","62","621","99","99","1","164937","585284"
"3528","2021030358","1","1","3","0",,,,,"4","42","826","297","38","2021","1","65","4","1","2","3","2","0","3","5","1","3","3","1","1","1","9","9","9","0","0","9","4","44","441","99","99","1","171227","635165"
"3529","2021030379","1","1","2","3000","5127",,"9999",,,,,,"61","2021","7","88","4","5","7","3","4","0","3","1","1","2","3","3","1","1","9","9","9","0","0","9","1","11","111","0","12","3","221720","637367"
"3530","2021030381","1","1","3","0",,,,,"60","65","2116","9478","14","2021","5","82","4","5","6","3","5","0","3","4","0","4","3","3","1","1","9","9","9","0","0","9","2","23","234","99","99","1","227436","725407"
"3531","2021030387","1","2","4","0",,,,,"5066","0","13",,"41","2021","10","37","4","1","5","2","4","2","0","4","1","4","3","1","1","1","9","9","9","0","0","9","7","77","777","99","99","1","212460","669866"
"3532","2021030389","1","1","1","5000","3011","2190",,"24360744",,,,,"20","2021","10","48","4","1","4","3","2","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","5","51","511","0","13","1","178084","660960"
"3533","2021030405","1","1","2","5000","1994",,"174",,,,,,"20","2021","8","40","4","1","5","2","1","0","4","1","1","2","4","1","1","1","9","9","9","3","2","2","5","51","511","0","13","1","176637","660828"
"3534","2021030422","1","1","2","6000","300",,"9999",,,,,,"12","2021","7","57","4","1","5","2","3","0","5","1","1","4","3","1","1","1","9","9","9","0","0","9","3","32","324","0","26","2","204130","702897"
"3535","2021030424","1","1","1","6500","932","911",,"9800546",,,,,"12","2021","9","51","4","1","6","2","5","0","3","1","1","2","3","1","1","1","9","9","9","0","0","9","3","32","324","0","14","1","195411","704046"
"3536","2021030450","1","1","1","2640","416","417",,"8170007",,,,,"51","2021","3","64","4","1","4","1","3","0","3","2","1","3","3","1","1","1","9","9","9","0","0","9","4","42","422","0","15","1","197225","667548"
"3537","2021030467","1","1","1","9100","224","143",,"7620002",,,,,"12","2021","5","92","4","5","3","3","10","2","0","1","1","3","3","3","1","9","9","9","9","0","0","9","2","24","245","0","15","1","229787","734253"
"3538","2021030485","1","1","1","7100","1115","1035",,"9920021",,,,,"38","2021","5","57","2","1","1","3","2","0","3","1","0","5","4","1","1","1","9","9","9","0","0","9","6","61","614","0","14","1","159998","620556"
"3539","2021030490","1","2","4","0",,,,,"375","0","225",,"43","2021","3","95","4","5","4","3","5","3","0","4","1","3","3","3","5","1","9","9","9","0","0","9","7","77","777","99","99","1","214648","623825"
"3540","2021030492","1","1","1","5000","2632","2753",,"18030924",,,,,"20","2021","4","55","4","1","1","2","2","3","0","1","1","2","3","1","1","1","9","9","9","0","0","9","5","51","511","0","13","1","180884","662005"
"3541","2021030498","1","1","2","7400","512",,"16",,,,,,"51","2021","2","71","4","5","7","3","10","0","2","1","1","3","3","3","1","1","9","9","9","0","0","9","4","41","411","0","13","1","186001","692261"
"3542","2021030516","1","1","2","246","101",,"9999",,,,,,"51","2021","11","41","4","1","4","2","1","9","0","0","0","0","5","11","9","9","9","9","9","3","3","1","6","62","621","0","16","3","161495","592911"
"3543","2021030517","1","1","1","6600","785","514",,"10150034",,,,,"20","2021","2","4","4","5","6","2","2","3","0","1","1","0","3","3","2","2","9","9","9","0","0","9","5","51","513","0","14","1","177501","660431"
"3544","2021030527","1","1","1","5000","2215","2328",,"18890811",,,,,"20","2021","2","55","4","1","2","3","2","1","0","1","1","2","3","1","1","1","9","9","9","0","0","9","5","51","511","0","13","1","178490","663021"
"3545","2021030530","1","1","3","0",,,,,"31","60","170","543","34","2021","1","49","4","1","3","3","2","0","3","4","0","3","3","1","1","1","9","9","9","0","0","9","6","62","623","99","99","1","190634","579583"
"3546","2021030538","1","1","2","522",,,"9999",,,,,,"12","2021","4","29","2","1","6","2","8","3","0","1","1","3","3","11","9","9","9","9","9","0","0","9","2","24","242","99","27","2","230054","760008"
"3547","2021030559","1","1","4","0",,,,,"25","0","1910",,"34","2021","9","23","4","5","5","3","2","0","2","2","1","3","3","6","1","1","9","9","9","0","0","9","6","62","621","99","99","1","172265","579366"
"3548","2021030569","1","1","4","0",,,,,"90","0","308",,"33","2021","7","16","4","5","1","1","1","0","2","5","1","3","4","5","1","1","9","9","9","9","0","9","6","62","625","99","99","1","199829","403719"
"3549","2021030571","1","1","4","0",,,,,"90","0","1195",,"34","2021","7","73","4","1","5","1","2","2","0","3","1","3","3","1","1","1","9","9","9","0","0","9","6","62","625","99","99","1","215490","485554"
"3550","2021030587","1","2","4","0",,,,,"3698","0","14",,"43","2021","3","75","4","5","6","3","4","3","0","4","1","3","1","6","1","1","9","9","9","0","0","9","7","77","777","99","99","1","220568","614565"
"3551","2021030602","1","1","4","0",,,,,"25","0","1850",,"34","2021","7","40","4","1","1","2","1","9","0","0","0","0","5","11","9","9","9","9","9","1","1","1","6","62","623","99","99","1","175564","575037"
"3552","2021030616","1","1","4","0",,,,,"1","0","35",,"20","2021","6","40","4","1","3","3","8","0","2","5","1","4","3","1","1","1","8","9","9","0","0","9","5","51","513","99","99","1","182475","659082"
"3553","2021030644","1","1","2","9100","224",,"9999",,,,,,"12","2021","2","75","4","5","3","3","3","2","0","2","1","3","3","6","9","1","9","9","9","0","0","9","2","24","245","0","15","3","210045","769963"
"3554","2021030649","1","1","3","0",,,,,"85","804","285","9326","12","2021","1","59","4","1","1","3","2","1","0","4","1","3","3","1","1","1","9","9","9","0","0","9","2","24","242","99","99","1","234804","759744"
"3555","2021030659","1","1","1","6400","549","106",,"8260002",,,,,"20","2021","4","63","4","1","6","3","3","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","5","51","511","0","14","1","186296","675107"
"3556","2021030662","1","1","2","5000","1135",,"99",,,,,,"20","2021","4","11","4","5","6","2","3","2","0","1","1","3","3","3","1","1","9","9","9","0","0","9","5","51","511","0","13","1","178671","663563"
"3557","2021030669","1","1","4","0",,,,,"99","0","95",,"12","2021","1","38","4","1","2","2","10","3","0","4","1","3","3","1","1","1","9","9","9","0","0","9","2","21","211","99","99","1","262374","794334"
"3558","2021030698","1","1","2","2640","107",,"33",,,,,,"51","2021","4","57","4","1","3","3","2","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","4","42","422","0","15","1","195078","667728"
"3559","2021030738","1","1","4","0",,,,,"5503","0","7",,"51","2021","7","71","4","1","5","3","5","2","0","1","1","2","3","1","1","1","9","9","9","0","0","9","4","42","421","99","99","1","192917","678263"
"3560","2021030742","1","1","1","7900","1023","1030",,"99970465",,,,,"51","2021","2","35","4","1","5","3","2","0","3","1","1","4","3","1","1","2","9","9","9","0","0","9","4","42","422","0","13","1","186482","667216"
"3561","2021030744","1","1","4","0",,,,,"4249","0","45",,"52","2021","3","43","4","1","7","2","2","0","3","3","1","3","2","1","1","1","9","9","9","0","0","9","4","43","431","99","99","1","199988","641985"
"3562","2021030755","1","1","4","0",,,,,"98","0","79",,"12","2021","3","47","3","1","3","2","11","9","0","0","0","0","5","11","9","9","9","9","9","0","0","9","2","22","221","99","99","1","261900","732512"
"3563","2021030765","1","1","1","6900","309","277",,"12970001",,,,,"51","2021","8","61","4","1","4","3","2","0","3","1","1","3","3","1","1","1","9","9","9","0","0","9","4","42","421","0","14","1","193406","676673"
"3564","2021030789","1","1","2","5000","749",,"17",,,,,,"20","2021","11","82","4","5","2","3","1","0","4","1","1","3","3","3","1","1","9","9","9","3","3","9","5","51","511","0","13","1","179285","664601"
"3565","2021030795","1","1","1","2650","318","422",,"21880005",,,,,"20","2021","1","46","4","1","2","2","2","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","5","51","511","0","16","1","184090","671894"
"3566","2021030796","1","1","2","5000","1571",,"9999",,,,,,"20","2021","11","90","4","5","2","3","3","0","2","1","1","4","3","3","1","1","9","9","9","0","0","9","5","51","511","0","13","3","180605","664483"
"3567","2021030821","1","1","1","6000",,,,,,,,,"12","2021","6","81","4","5","7","3","1","0","3","1","1","2","3","3","1","1","9","9","9","3","1","1","3","32","324","0","26","2","204130","702897"
"3568","2021030822","1","1","2","6100","825",,"28",,,,,,"20","2021","10","76","4","5","4","2","9","3","0","1","1","3","3","3","1","1","9","9","9","0","0","9","5","51","512","0","13","1","184907","665199"
"3569","2021030841","1","1","1","8600","147","148",,"10610111",,,,,"20","2021","4","41","4","1","4","3","4","1","0","1","1","0","3","1","1","1","9","9","9","0","0","9","5","51","512","0","14","1","183756","667285"
"3570","2021030845","1","1","1","6200","101","555",,"8970012",,,,,"20","2021","12","26","4","5","7","3","3","9","0","0","0","0","5","6","9","9","9","9","9","0","0","9","5","51","513","0","14","1","177520","659111"
"3571","2021030854","1","1","2","5000","461",,"9999",,,,,,"20","2021","3","23","4","5","2","2","11","1","0","1","3","0","3","10","1","1","9","9","9","0","0","9","5","51","511","0","13","3","178369","665671"
"3572","2021030860","1","1","3","0",,,,,"3","0","2433","10958","38","2021","9","85","1","5","4","3","2","0","2","5","1","3","4","3","1","1","9","9","9","0","0","9","6","61","611","99","99","1","176728","626508"
"3573","2021030871","1","1","4","0",,,,,"1","0","33",,"20","2021","10","38","4","1","4","2","2","1","0","1","1","5","3","1","1","1","9","9","9","0","0","9","5","51","513","99","99","1","182325","659214"
"3574","2021030891","1","1","2","8200","104",,"3",,,,,,"11","2021","4","37","4","1","4","3","1","1","0","1","1","3","3","1","1","1","9","9","9","3","3","1","3","31","311","0","16","1","207630","747733"
"3575","2021030892","1","1","1","7900","806","1260",,"99970323",,,,,"51","2021","1","69","4","5","5","3","4","0","3","1","1","2","3","10","1","1","9","9","9","0","0","9","4","42","422","0","13","1","189227","664822"
"3576","2021030893","1","1","1","2610","410","463",,"8310136",,,,,"61","2021","4","55","4","1","5","2","15","9","0","0","0","0","5","11","9","9","9","9","9","0","0","9","1","11","112","0","14","1","199482","626308"
"3577","2021030926","1","1","2","70","229",,"9999",,,,,,"38","2021","11","83","4","5","3","3","2","0","3","1","1","3","3","6","1","1","9","9","9","0","0","9","6","61","613","0","13","3","167912","634472"
"3578","2021030949","1","1","2","2610","492",,"9999",,,,,,"61","2021","1","59","4","1","5","3","4","3","0","1","1","1","3","1","1","1","9","9","9","0","0","9","1","11","112","0","14","3","198447","624510"
"3579","2021030959","1","1","4","0",,,,,"805","0","122",,"12","2021","7","57","4","1","1","3","2","3","0","1","0","0","3","1","1","1","9","9","9","0","0","9","2","24","241","99","99","1","227969","751936"
"3580","2021030962","1","1","2","3000","4773",,"9999",,,,,,"61","2021","3","31","4","1","1","2","12","3","0","5","1","3","3","1","1","1","9","9","9","0","0","9","1","11","111","0","12","3","220191","634956"
"3581","2021030965","1","1","2","8400","260",,"9999",,,,,,"52","2021","4","44","2","1","6","3","2","0","3","1","1","3","3","1","9","1","9","9","9","0","0","9","4","44","441","0","14","3","180158","644475"
"3582","2021030979","1","1","1","5000","2309","1611",,"14290714",,,,,"20","2021","4","86","1","5","7","3","1","1","0","1","1","3","3","3","1","1","9","9","9","4","4","2","5","51","511","0","13","1","177994","662253"
"3583","2021030991","1","1","2","4000","999",,"9999",,,,,,"11","2021","9","33","4","1","3","3","7","0","2","1","1","2","3","1","1","1","9","9","9","0","0","9","3","31","311","0","13","3","196774","748298"
"3584","2021031004","1","1","2","4000","386",,"2",,,,,,"11","2021","3","38","4","1","5","3","1","0","3","1","1","2","3","1","1","1","9","9","9","3","3","2","3","31","311","0","13","1","200015","746820"
"3585","2021031027","1","1","2","8600","903",,"60",,,,,,"20","2021","4","96","4","5","3","3","2","3","0","1","1","3","3","3","1","1","9","9","9","0","0","9","5","51","512","0","14","1","183405","666132"
"3586","2021031032","1","1","2","5000","1555",,"51",,,,,,"20","2021","12","67","4","5","2","2","4","9","0","0","0","0","5","6","9","9","9","9","9","0","0","9","5","51","511","0","13","1","179814","663801"
"3587","2021031040","1","1","1","3000","1106","1114",,"92872453",,,,,"61","2021","1","69","4","5","1","3","2","0","3","3","1","4","3","6","1","1","9","9","9","0","0","9","1","11","111","0","12","1","219497","632168"
"3588","2021031044","1","1","1","8600","1613","1649",,"230224",,,,,"20","2021","1","34","4","1","1","3","1","3","0","1","1","2","3","1","1","1","9","9","9","3","3","1","5","51","512","0","14","1","184094","663736"
"3589","2021031046","1","1","1","5000","2535","2658",,"18080923",,,,,"20","2021","4","58","4","1","6","1","1","0","3","1","1","4","3","1","1","1","9","9","9","3","4","1","5","51","511","0","13","1","181262","662306"
"3590","2021031060","1","1","1","5000","2535","2686",,"12690913",,,,,"20","2021","7","87","4","5","2","3","2","0","3","1","1","5","3","3","1","1","9","9","9","0","0","9","5","51","511","0","13","1","181180","663516"
"3591","2021031090","1","2","4","0",,,,,"55","0","143",,"41","2021","3","60","4","1","4","3","5","3","0","1","1","3","3","1","1","1","9","9","9","0","0","9","7","77","777","99","99","1","201572","677159"
"3592","2021031109","1","1","4","0",,,,,"959","0","150",,"12","2021","12","65","4","1","4","3","5","3","0","4","0","3","3","11","1","1","9","9","9","0","0","9","2","29","292","99","99","1","272089","782892"
"3593","2021031168","1","1","2","6600","795",,"11",,,,,,"20","2021","5","59","4","1","5","3","1","0","5","1","1","2","3","1","1","1","9","9","9","3","3","1","5","51","513","0","14","1","178285","656313"
"3594","2021031186","1","1","1","6600","406","416",,"60032",,,,,"20","2021","1","22","4","5","1","3","8","3","0","1","1","2","3","6","1","1","8","9","9","0","0","9","5","51","513","0","14","1","179517","659157"
"3595","2021031190","1","1","2","6500","602",,"47",,,,,,"12","2021","10","61","4","1","5","2","1","0","3","1","1","3","3","1","1","1","9","9","6","8","0","9","3","32","324","0","14","1","192386","704845"
"3596","2021031201","1","1","4","0",,,,,"9","0","60",,"12","2021","12","74","4","5","5","3","4","1","0","7","0","3","3","3","1","1","9","9","9","0","0","9","3","32","324","99","99","1","194786","701802"
"3597","2021031203","1","1","1","9000","263","244",,"7370012",,,,,"34","2021","3","80","4","5","3","3","5","0","3","1","1","4","3","3","1","1","9","9","9","0","0","9","6","62","623","0","13","1","179543","575233"
"3598","2021031209","1","1","2","1304","301",,"9999",,,,,,"51","2021","11","6","4","5","7","3","2","0","3","1","1","2","3","3","1","1","9","9","9","0","0","9","4","43","432","99","16","3","196575","658171"
"3599","2021031215","1","1","2","7100","6011",,"9999",,,,,,"38","2021","5","93","4","5","7","3","3","0","3","1","1","2","3","3","1","1","9","9","9","0","0","9","6","61","614","0","14","3","159332","620287"
"3600","2021031224","1","1","1","3000","235","4113",,"25030124",,,,,"61","2021","10","96","4","5","7","3","2","3","0","1","1","2","3","3","1","1","9","9","9","0","0","9","1","11","111","0","12","1","221535","633429"
"3601","2021031228","1","1","2","1061","145",,"9999",,,,,,"14","2021","12","52","4","1","7","1","1","3","0","1","1","3","3","1","1","1","9","9","9","3","3","2","2","23","237","0","16","3","229596","733200"
"3602","2021031230","1","1","2","1200","404",,"20",,,,,,"52","2021","12","43","4","1","1","2","1","3","0","1","1","2","3","1","1","1","9","9","9","1","2","2","4","43","431","0","15","1","200874","646510"
"3603","2021031232","1","2","4","0",,,,,"5","0","324",,"41","2021","8","15","4","5","6","1","5","9","0","0","0","0","5","6","9","9","9","9","9","0","0","9","7","77","777","99","99","1","211770","667540"
"3604","2021031253","1","1","3","0",,,,,"5","482","32","481","20","2021","3","90","4","5","2","3","2","0","3","1","1","5","3","3","1","1","9","9","9","0","0","9","5","51","511","99","99","1","184436","671305"
"3605","2021031260","1","1","2","6600","947",,"12",,,,,,"20","2021","12","78","4","5","4","3","1","2","0","1","1","3","3","3","1","2","9","9","9","3","3","2","5","51","513","0","14","1","180245","657349"
"3606","2021031264","1","1","4","0",,,,,"854","0","23",,"12","2021","5","65","4","1","1","3","4","3","0","4","0","3","3","1","1","1","9","9","9","0","0","9","2","24","242","99","99","1","229644","760408"
